"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"mcs_vc16_7now","Integer","","Recommended","Words About Time. now","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_586,i_a_16_7,say_now"
"mcs_vc16_8time","Integer","","Recommended","Words About Time. time","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_587,i_a_16_8,say_time"
"mcs_vc16_9today","Integer","","Recommended","Words About Time. today","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_588,i_a_16_9,say_today"
"mcs_vc16_10tomorrow","Integer","","Recommended","Words About Time. tomorrow","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_589,i_a_16_10�,say_tomorrow"
"mcs_vc16_11tonight","Integer","","Recommended","Words About Time. tonight","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_590,i_a_16_11�,say_tonight"
"mcs_vc16_12yesterday","Integer","","Recommended","Words About Time. yesterday","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_591,i_a_16_12�,say_yesterday"
"mcs_vc17_1he","Integer","","Recommended","Pronouns. he","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_593,i_a_17_1,say_he"
"mcs_vc17_2her","Integer","","Recommended","Pronouns. her","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_594,i_a_17_2,say_her"
"mcs_vc17_3hers","Integer","","Recommended","Pronouns. hers","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_595,i_a_17_3,say_hers"
"mcs_vc17_4him","Integer","","Recommended","Pronouns. him","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_596,i_a_17_4,say_him"
"mcs_vc17_5his","Integer","","Recommended","Pronouns. his","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_597,i_a_17_5,say_his"
"mcs_vc17_6i","Integer","","Recommended","Pronouns. I","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_598,i_a_17_6,say_i"
"mcs_vc17_7it","Integer","","Recommended","Pronouns. it","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_599,i_a_17_7,say_it"
"mcs_vc17_8me","Integer","","Recommended","Pronouns. me","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_600,i_a_17_8,say_me"
"mcs_vc17_9mine","Integer","","Recommended","Pronouns. mine","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_601,i_a_17_9,say_mine"
"mcs_vc17_10my","Integer","","Recommended","Pronouns. my","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_602,i_a_17_10�,say_my"
"mcs_vc17_11myself","Integer","","Recommended","Pronouns. myself","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_603,i_a_17_11�,say_myself"
"mcs_vc17_12our","Integer","","Recommended","Pronouns. our","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_604,i_a_17_12�,say_our"
"mcs_vc17_13she","Integer","","Recommended","Pronouns. she","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_605,i_a_17_13�,say_she"
"mcs_vc17_14that","Integer","","Recommended","Pronouns. that","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_606,i_a_17_14�,say_that"
"mcs_vc17_15their","Integer","","Recommended","Pronouns. their","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_607,i_a_17_15�,say_their"
"mcs_vc17_16them","Integer","","Recommended","Pronouns. them","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_608,i_a_17_16�,say_them"
"mcs_vc17_17these","Integer","","Recommended","Pronouns. these","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_609,i_a_17_17�,say_these"
"mcs_vc17_18they","Integer","","Recommended","Pronouns. they","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_610,i_a_17_18�,say_they"
"mcs_vc17_19this","Integer","","Recommended","Pronouns. this","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_611,i_a_17_19�,say_this"
"mcs_vc17_20those","Integer","","Recommended","Pronouns. those","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_612,i_a_17_20�,say_those"
"mcs_vc17_21us","Integer","","Recommended","Pronouns. us","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_613,i_a_17_21�,say_us"
"mcs_vc17_22we","Integer","","Recommended","Pronouns. we","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_614,i_a_17_22�,say_we"
"mcs_vc17_23you","Integer","","Recommended","Pronouns. you","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_615,i_a_17_23�,say_you"
"mcs_vc17_24your","Integer","","Recommended","Pronouns. your","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_616,i_a_17_24�,say_your"
"mcs_vc17_25yourself","Integer","","Recommended","Pronouns. yourself","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_617,i_a_17_25�,say_yourself"
"mcs_vc18_1how","Integer","","Recommended","Question Words. how","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_619,i_a_18_1,say_how"
"mcs_vc18_2what","Integer","","Recommended","Question Words. what","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_620,i_a_18_2,say_what"
"mcs_vc18_3when","Integer","","Recommended","Question Words. when","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_621,i_a_18_3,say_when"
"mcs_vc18_4where","Integer","","Recommended","Question Words. where","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_622,i_a_18_4,say_where"
"mcs_vc18_5which","Integer","","Recommended","Question Words. which","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_623,i_a_18_5,say_which"
"mcs_vc18_6who","Integer","","Recommended","Question Words. who","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_624,i_a_18_6,say_who"
"mcs_vc18_7why","Integer","","Recommended","Question Words. why","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_625,i_a_18_7,say_why"
"mcs_vc19_1about","Integer","","Recommended","Prepositions and Locations. about","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_627,i_a_19_1,say_about"
"mcs_vc19_2above","Integer","","Recommended","Prepositions and Locations. above","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_628,i_a_19_2,say_above"
"mcs_vc19_3around","Integer","","Recommended","Prepositions and Locations. around","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_629,i_a_19_3,say_loc_around"
"mcs_vc19_4at","Integer","","Recommended","Prepositions and Locations. at","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_630,i_a_19_4,say_at"
"mcs_vc19_5away","Integer","","Recommended","Prepositions and Locations. away","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_631,i_a_19_5,say_away"
"mcs_vc19_6back","Integer","","Recommended","Prepositions and Locations. back","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_632,i_a_19_6,say_back"
"mcs_vc19_7behind","Integer","","Recommended","Prepositions and Locations. behind","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_633,i_a_19_7,say_behind"
"mcs_vc19_8beside","Integer","","Recommended","Prepositions and Locations. beside","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_634,i_a_19_8,say_beside"
"mcs_vc19_9by","Integer","","Recommended","Prepositions and Locations. by","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_635,i_a_19_9,say_by"
"mcs_vc19_10down","Integer","","Recommended","Prepositions and Locations. down","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_636,i_a_19_10�,say_down"
"mcs_vc19_11for","Integer","","Recommended","Prepositions and Locations. for","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_637,i_a_19_11�,say_for"
"mcs_vc19_12here","Integer","","Recommended","Prepositions and Locations. here","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_638,i_a_19_12�,say_here"
"mcs_vc19_13inside_in","Integer","","Recommended","Prepositions and Locations. inside/in","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_639,i_a_19_13�,say_inside"
"mcs_vc19_14into","Integer","","Recommended","Prepositions and Locations. into","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_640,i_a_19_14�,say_into"
"mcs_vc19_15nextto","Integer","","Recommended","Prepositions and Locations. next to","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_641,i_a_19_15�,say_next_to"
"mcs_vc19_16of","Integer","","Recommended","Prepositions and Locations. of","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_642,i_a_19_16�,say_of"
"mcs_vc19_17off","Integer","","Recommended","Prepositions and Locations. off","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_643,i_a_19_17�,say_off"
"mcs_vc19_18on","Integer","","Recommended","Prepositions and Locations. on","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_644,i_a_19_18�,say_on"
"mcs_vc19_19ontopof","Integer","","Recommended","Prepositions and Locations. on top of","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_645,i_a_19_19�,say_on_top_of"
"mcs_vc19_20out","Integer","","Recommended","Prepositions and Locations. out","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_646,i_a_19_20�,say_out"
"mcs_vc19_21over","Integer","","Recommended","Prepositions and Locations. over","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_647,i_a_19_21�,say_over"
"mcs_vc19_22there","Integer","","Recommended","Prepositions and Locations. there","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_648,i_a_19_22�,say_there"
"mcs_vc19_23to","Integer","","Recommended","Prepositions and Locations. to","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_649,i_a_19_23�,say_to"
"mcs_vc19_24under","Integer","","Recommended","Prepositions and Locations. under","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_650,i_a_19_24�,say_under"
"mcs_vc19_25up","Integer","","Recommended","Prepositions and Locations. up","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_651,i_a_19_25�,say_up"
"mcs_vc19_26with","Integer","","Recommended","Prepositions and Locations. with","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_652,i_a_19_26�,say_with"
"mcs_vc20_1a","Integer","","Recommended","Quantifiers and Articles. a","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_654,i_a_20_1,say_a"
"mcs_vc20_2all","Integer","","Recommended","Quantifiers and Articles. all","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_655,i_a_20_2,say_all"
"mcs_vc20_3alot","Integer","","Recommended","Quantifiers and Articles. alot","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_656,i_a_20_3,say_a_lot"
"mcs_vc20_4an","Integer","","Recommended","Quantifiers and Articles. an","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_656a,i_a_20_4,say_an"
"mcs_vc20_5another","Integer","","Recommended","Quantifiers and Articles. another","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_657,i_a_20_5,say_another"
"mcs_vc20_6any","Integer","","Recommended","Quantifiers and Articles. any","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_658,i_a_20_6,say_any"
"mcs_vc20_7each","Integer","","Recommended","Quantifiers and Articles. each","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_659,i_a_20_7,say_each"
"mcs_vc20_8every","Integer","","Recommended","Quantifiers and Articles. every","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_660,i_a_20_8,say_every"
"mcs_vc20_9more","Integer","","Recommended","Quantifiers and Articles. more","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_661,i_a_20_9,say_more"
"mcs_vc20_10much","Integer","","Recommended","Quantifiers and Articles. much","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_662,i_a_20_10�,say_much"
"mcs_vc20_11not","Integer","","Recommended","Quantifiers and Articles. not","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_663,i_a_20_11�,say_not"
"mcs_vc20_12none","Integer","","Recommended","Quantifiers and Articles. none","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_664,i_a_20_12�,say_none"
"mcs_vc20_13other","Integer","","Recommended","Quantifiers and Articles. other","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_665,i_a_20_13�,say_other"
"mcs_vc20_14same","Integer","","Recommended","Quantifiers and Articles. same","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_666,i_a_20_14�,say_same"
"mcs_vc20_15some","Integer","","Recommended","Quantifiers and Articles. some","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_667,i_a_20_15�,say_some"
"mcs_vc20_16the","Integer","","Recommended","Quantifiers and Articles. the","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_668,i_a_20_16�,say_the"
"mcs_vc20_17too","Integer","","Recommended","Quantifiers and Articles. too","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_669,i_a_20_17�,say_too"
"mcs_vc21_1am","Integer","","Recommended","Helpinq Verbs. am","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_671,i_a_21_1,say_am"
"mcs_vc21_2are","Integer","","Recommended","Helpinq Verbs. are","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_672,i_a_21_2,say_are"
"mcs_vc21_3be","Integer","","Recommended","Helpinq Verbs. be","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_673,i_a_21_3,say_be"
"mcs_vc21_4can","Integer","","Recommended","Helpinq Verbs. can","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_674,i_a_21_4,say_verb_can"
"mcs_vc21_5could","Integer","","Recommended","Helpinq Verbs. could","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_675,i_a_21_5,say_could"
"mcs_vc21_6did","Integer","","Recommended","Helpinq Verbs. did","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_676,i_a_21_6,say_did"
"mcs_vc21_7do","Integer","","Recommended","Helpinq Verbs. do","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_677,i_a_21_7,say_do"
"mcs_vc21_8does","Integer","","Recommended","Helpinq Verbs. does","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_678,i_a_21_8,say_does"
"mcs_vc21_9dont","Integer","","Recommended","Helpinq Verbs. dont","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_679,i_a_21_9,say_dont"
"mcs_vc21_10gonna","Integer","","Recommended","Helpinq Verbs. gonna","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_680,i_a_21_10�,say_gonna"
"mcs_vc21_11gotta","Integer","","Recommended","Helpinq Verbs. gotta","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_681,i_a_21_11�,say_gotta"
"mcs_vc21_12hafta","Integer","","Recommended","Helpinq Verbs. hafta","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_682,i_a_21_12�,say_hafta"
"mcs_vc21_13is","Integer","","Recommended","Helpinq Verbs. is","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_683,i_a_21_13�,say_is"
"mcs_vc21_14lemme","Integer","","Recommended","Helpinq Verbs. lemme","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_684,i_a_21_14�,say_lemme"
"mcs_vc21_15need","Integer","","Recommended","Helpinq Verbs. need","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_685,i_a_21_15�,say_need"
"mcs_vc21_16try","Integer","","Recommended","Helpinq Verbs. try","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_686,i_a_21_16�,say_try"
"mcs_vc21_17wanna","Integer","","Recommended","Helpinq Verbs. wanna","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_687,i_a_21_17�,say_wanna"
"mcs_vc21_18was","Integer","","Recommended","Helpinq Verbs. was","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_688,i_a_21_18�,say_was"
"mcs_vc21_19were","Integer","","Recommended","Helpinq Verbs. were","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_689,i_a_21_19�,say_were"
"mcs_vc21_20will","Integer","","Recommended","Helpinq Verbs. will","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_690,i_a_21_20�,say_will"
"mcs_vc21_21would","Integer","","Recommended","Helpinq Verbs. would","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_691,i_a_21_21�,say_would"
"mcs_vc22_1and","Integer","","Recommended","Connectinq Words. and","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_693,i_a_22_1,say_and"
"mcs_vc22_2because","Integer","","Recommended","Connectinq Words. because","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_694,i_a_22_2,say_because"
"mcs_vc22_3but","Integer","","Recommended","Connectinq Words. but","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_695,i_a_22_3,say_but"
"mcs_vc22_4if","Integer","","Recommended","Connectinq Words. if","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_696,i_a_22_4,say_if"
"mcs_vc22_5so","Integer","","Recommended","Connectinq Words. so","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_697,i_a_22_5,say_so"
"mcs_vc22_6then","Integer","","Recommended","Connectinq Words. then","0::3","0 = No; 1 = Yes (Says and Understands); 2 = Understands; 3 = Says","MacWS_698,i_a_22_6,say_then"
"mcs_uw_past","Integer","","Recommended","MacArthur Words and Sentences: How Children Use Words: Does your child ever talk about past events or people who are not present? For example a child who saw a parade last week might later say parade,","0::2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_700,Past_YN,i_b_1,talk_past_events"
"mcs_uw_future","Integer","","Recommended","MacArthur Words and Sentences: How Children Use Words: Does your child ever talk about something thats going to happen in the future, for example, saying ""choo choo"" or ""airplane"" before you leave the","0::2","0 = Not yet; 1 = Sometimes; 2 = Often","Future_YN,MacWS_701,i_b_2,talk_future_events"
"mcs_uw_absent","Integer","","Recommended","MacArthur Words and Sentences: How Children Use Words: Does your child talk about objects that are not present such as asking about a missing or absent toy, referring to a pet out of view, or asking a","0::2","0 = Not yet; 1 = Sometimes; 2 = Often","AbsentOProd_YN,MacWS_702,i_b_3,talk_object_present"
"mcs_uw_notin","Integer","","Recommended","MacArthur Words and Sentences: How Children Use Words: Does you child understand if you ask for something that is not in the room, for example, by going to the bedroom to get a teddy bear when you say","0::2","0 = Not yet; 1 = Sometimes; 2 = Often","AbsentOComp_YN,MacWS_703,i_b_4,understand_ask_not_room"
"mcs_uw_belong","Integer","","Recommended","MacArthur Words and Sentences: How Children Use Words: Does your child ever pick up or point to an object and name an absent person to whom the object belongs? For example, a child might point to momm","0::2","0 = Not yet; 1 = Sometimes; 2 = Often","AbsentOwner_YN,MacWS_704,i_b_5,talk_object_belong"
"mcs_we_plural","Integer","","Recommended",""" Word endings plural 0=not yet,  1=sometimes 2=often""","0;1;2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_705,ii_a_1,say_plural_s"
"mcs_we_owner","Integer","","Recommended","MacArthur Words and Sentences: Word endings-Part 2","0;1;2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_706,ii_a_2,say_possessive_s"
"mcs_we_ing","Integer","","Recommended","MacArthur Words and Sentences: Word endings-Part 3","0;1;2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_707,ii_a_3,say_action_ing"
"mcs_we_past","Integer","","Recommended","MacArthur Words and Sentences: Word endings-Part 4","0;1;2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_708,ii_a_4,say_past_tense_ed"
"mcs_wfn_1children","Integer","","Recommended","Word forms, noun. children","0;1","0 = No; 1 = Yes","MacWS_711,ii_b_1,say_children"
"mcs_wfn_2feet","Integer","","Recommended","Word forms, noun. feet","0;1","0 = No; 1 = Yes","MacWS_712,ii_b_2,say_noun_feet"
"mcs_wfn_3men","Integer","","Recommended","Word forms, noun. men","0;1","0 = No; 1 = Yes","MacWS_713,ii_b_3,say_men"
"mcs_wfn_4mice","Integer","","Recommended","Word forms, noun. mice","0;1","0 = No; 1 = Yes","MacWS_714,ii_b_4,say_mice"
"mcs_wfn_5teeth","Integer","","Recommended","Word forms, noun. teeth","0;1","0 = No; 1 = Yes","MacWS_715,ii_b_5,say_teeth"
"mcs_wfv_1ate","Integer","","Recommended","Word forms, verbs. ate","0;1","0 = No; 1 = Yes","MacWS_717,ii_b_6,say_ate"
"mcs_wfv_2blew","Integer","","Recommended","Word forms, verbs. blew","0;1","0 = No; 1 = Yes","MacWS_718,ii_b_7,say_blew"
"mcs_wfv_3bought","Integer","","Recommended","Word forms, verbs. bought","0;1","0 = No; 1 = Yes","MacWS_719,ii_b_8,say_bought"
"mcs_wfv_4broke","Integer","","Recommended","Word forms, verbs. broke","0;1","0 = No; 1 = Yes","MacWS_720,ii_b_9,say_broke"
"mcs_wfv_5came","Integer","","Recommended","Word forms, verbs. came","0;1","0 = No; 1 = Yes","MacWS_721,ii_b_10,say_came"
"mcs_wfv_6drank","Integer","","Recommended","Word forms, verbs. drank","0;1","0 = No; 1 = Yes","MacWS_722,ii_b_11,say_drank"
"mcs_wfv_7drove","Integer","","Recommended","Word forms, verbs. drove","0;1","0 = No; 1 = Yes","MacWS_723,ii_b_12,say_drove"
"mcs_wfv_8fell","Integer","","Recommended","Word forms, verbs. fell","0;1","0 = No; 1 = Yes","MacWS_724,ii_b_13,say_fell"
"mcs_wfv_9flew","Integer","","Recommended","Word forms, verbs. flew","0;1","0 = No; 1 = Yes","MacWS_725,ii_b_14,say_flew"
"mcs_wfv_10got","Integer","","Recommended","Word forms, verbs. got","0;1","0 = No; 1 = Yes","MacWS_726,ii_b_15,say_got"
"mcs_wfv_11had","Integer","","Recommended","Word forms, verbs. had","0;1","0 = No; 1 = Yes","MacWS_727,ii_b_16,say_had"
"mcs_wfv_12heard","Integer","","Recommended","Word forms, verbs. heard","0;1","0 = No; 1 = Yes","MacWS_728,ii_b_17,say_heard"
"mcs_wfv_13held","Integer","","Recommended","Word forms, verbs. held","0;1","0 = No; 1 = Yes","MacWS_729,ii_b_18,say_held"
"mcs_wfv_14lost","Integer","","Recommended","Word forms, verbs. lost","0;1","0 = No; 1 = Yes","MacWS_730,ii_b_19,say_lost"
"mcs_wfv_15made","Integer","","Recommended","Word forms, verbs. made","0;1","0 = No; 1 = Yes","MacWS_731,ii_b_20,say_made"
"mcs_wfv_16ran","Integer","","Recommended","Word forms, verbs. ran","0;1","0 = No; 1 = Yes","MacWS_732,ii_b_21,say_ran"
"mcs_wfv_17sat","Integer","","Recommended","Word forms, verbs. sat","0;1","0 = No; 1 = Yes","MacWS_733,ii_b_22,say_sat"
"mcs_wfv_18saw","Integer","","Recommended","Word forms, verbs. saw","0;1","0 = No; 1 = Yes","MacWS_734,ii_b_23,say_saw"
"mcs_wfv_19took","Integer","","Recommended","Word forms, verbs. took","0;1","0 = No; 1 = Yes","MacWS_735,ii_b_24,say_took"
"mcs_wfv_20went","Integer","","Recommended","Word forms, verbs. went","0;1","0 = No; 1 = Yes","MacWS_736,ii_b_25,say_went"
"mcs_wen_1blockes","Integer","","Recommended","Word endings, nouns. blockses","0;1","0 = No; 1 = Yes","MacWS_739,ii_c_1,say_blockses"
"mcs_wen_2childrens","Integer","","Recommended","Word endings, nouns. children","0;1","0 = No; 1 = Yes","MacWS_740,ii_c_2,say_mistake_children"
"mcs_wen_3childs","Integer","","Recommended","Word endings, nouns. childs","0;1","0 = No; 1 = Yes","MacWS_741,ii_c_3,say_childs"
"mcs_wen_4feets","Integer","","Recommended","Word endings, nouns. feets","0;1","0 = No; 1 = Yes","MacWS_742,ii_c_4,say_feets"
"mcs_wen_5foots","Integer","","Recommended","Word endings, nouns. foots","0;1","0 = No; 1 = Yes","MacWS_743,ii_c_5,say_foots"
"mcs_wen_6mans","Integer","","Recommended","Word endings, nouns. mans","0;1","0 = No; 1 = Yes","MacWS_744,ii_c_6,say_mans"
"mcs_wen_7mens","Integer","","Recommended","Word endings, nouns. mens","0;1","0 = No; 1 = Yes","MacWS_745,ii_c_7,say_mens"
"mcs_wen_8mices","Integer","","Recommended","Word endings, nouns. mices","0;1","0 = No; 1 = Yes","MacWS_746,ii_c_8,say_mices"
"mcs_wen_9mouses","Integer","","Recommended","Word endings, nouns. mouses","0;1","0 = No; 1 = Yes","MacWS_747,ii_c_9,say_mouses"
"mcs_wen_10shoeses","Integer","","Recommended","Word endings, nouns. shoeses","0;1","0 = No; 1 = Yes","MacWS_748,ii_c_10,say_shoeses"
"mcs_wen_11sockses","Integer","","Recommended","Word endings, nouns. sockses","0;1","0 = No; 1 = Yes","MacWS_749,ii_c_11,say_sockses"
"mcs_wen_12teeths","Integer","","Recommended","Word endings, nouns. teeths","0;1","0 = No; 1 = Yes","MacWS_750,ii_c_12,say_teeths"
"mcs_wen_13toeses","Integer","","Recommended","Word endings, nouns. toeses","0;1","0 = No; 1 = Yes","MacWS_751,ii_c_13,say_toeses"
